query_id,sensor_type,data_size_bytes,quantity,duration,energy_consumption,data_yield,hypervolume_value,transmission_efficiency
21,BloodPressure,14,12,600,0.884314531168946,823.304869209203,0.5932850294430179,0.9205895948275521
22,BloodPressure,14,12,665,0.3919105189047466,209.87915923060604,0.6781489190384875,0.5461171613606568
23,Accelerometer,120,12,82,0.10046833929578425,417.3119707007521,0.6523906290790145,33.04650087098667
24,BloodPressure,14,12,418,0.4756699028339011,299.8970294236572,0.5599326836668415,0.8445512857095913
25,PulseOximeter,18,12,296,0.2968877976157632,602.2918018156071,0.7019180855290204,4.8107116361999545
26,Accelerometer,120,12,62,0.3285238725409102,322.18845655474104,0.8481521364198942,13.416063763627765
27,BloodPressure,14,12,442,0.13319825261907953,648.6079005819072,0.7513395116144308,8.27747096011143
28,BodyTemperature,12,12,760,0.4105641232240147,670.9162102312274,0.8403527257773834,1.8069049585286168
29,BodyTemperature,12,12,880,0.3178497443603504,704.9219926652906,0.8808098076643588,2.219824617658616
30,BloodPressure,14,12,549,0.3179439444496833,822.8257807419063,0.7351503172230192,3.4654619696252067
31,ECG,135,12,91,0.18126079304896747,851.7722460303141,0.6603900324858679,34.10191178104311
32,BodyTemperature,12,12,1047,0.8725229243323479,393.36301468169626,0.6101205237827741,0.2627154598257348
33,ECG,135,12,48,0.6806555113685049,256.92978610449234,0.845468869051233,6.648803128478315
34,ECG,135,12,81,0.8539390953165952,708.1211053353527,0.8676080596203861,8.88217244071739
35,ECG,135,12,96,0.8354999801810943,599.6807304395161,0.7648252891780032,5.718269984945953
36,ECG,135,12,55,0.9966283297821319,968.8774161599142,0.7791467268035488,13.771846259786033
37,BloodPressure,14,12,489,0.7303220469754942,861.9950280144753,0.9281621459390462,2.2402956860540084
38,Accelerometer,120,12,57,0.677828481538859,175.72596849554395,0.5808143570473069,2.6416703368116323
39,PulseOximeter,18,12,202,0.9461200982120006,976.2974530797856,0.6419604873687328,3.2793881029511036
40,ECG,135,12,103,0.537052378227604,503.5817286876226,0.9972287313054103,9.078432692406876
41,PulseOximeter,18,12,272,0.39285972834334093,771.8422646062218,0.8248164495236073,5.957711290877584
42,BloodPressure,14,12,628,0.691851603070309,611.4777430019244,0.5468373839140462,0.769602120329818
43,BloodPressure,14,12,418,0.6308837628044894,981.0035724475082,0.7433710764797276,2.765353249219322
44,BloodPressure,14,12,622,0.49095492895938575,415.07056692520814,0.8225516810152824,1.118029140616593
45,Accelerometer,120,12,79,0.35269512619677024,121.88436978830845,0.822736147953584,3.5990016480684526
46,Accelerometer,120,12,57,0.9950954597176069,522.9500625918487,0.6397801708983792,5.8986332495824305
47,BloodPressure,14,12,610,0.6150632222537544,982.2984253444411,0.5376731280030641,1.407706725225738
48,BodyTemperature,12,12,675,0.4465879557417327,866.0230043651712,0.6584610025781388,1.8916845130032212
49,ECG,135,12,94,0.7264268170074757,613.0550530804285,0.5485882468853842,4.92522702027684
50,ECG,135,12,81,0.3287472841627649,365.7615295770449,0.6612753821193003,9.083081006706598
51,Accelerometer,120,12,76,0.5975379792171169,366.85912928301866,0.7098904282231382,5.7347111120143
52,ECG,135,12,65,0.8803650867220933,921.9164973008242,0.7556711994304689,12.17442025424982
53,Accelerometer,120,12,52,0.16384682529993488,457.10544449249954,0.5253842655196985,28.187209395130782
54,BloodPressure,14,12,599,0.4041956411663823,438.02465737594963,0.5469909699204345,0.989601322912994
55,BloodPressure,14,12,781,0.357887126915456,631.7499345121097,0.5152501249695247,1.1645716142893012
56,PulseOximeter,18,12,200,0.1349512609864809,372.93896320590056,0.7685412135983277,10.619351063680604
57,BodyTemperature,12,12,990,0.29423892474715885,660.6014282371002,0.542673732496884,1.2306738977833966
58,BodyTemperature,12,12,861,0.27494203059538574,470.2185145510107,0.8497561053835969,1.687911730867337
59,PulseOximeter,18,12,245,0.7696383786992038,325.77447461199506,0.592166837165685,1.023077031750977
60,Accelerometer,120,12,40,0.7196499106888298,152.37423595759924,0.9576068638132402,5.068944359404897
61,ECG,135,12,73,0.2645793973965766,941.1525976057387,0.8191352969216752,39.915061470075024
62,BodyTemperature,12,12,831,0.7641072250261917,598.9186472602606,0.8058603731171761,0.7601027531875534
63,BloodPressure,14,12,476,0.7820614994179322,112.95413976678029,0.5580363202534582,0.16932331392537575
64,BodyTemperature,12,12,734,0.1847412894417041,380.2719784521648,0.9897552643107543,2.7756334592634877
65,BodyTemperature,12,12,766,0.5424542876051491,526.1245937025092,0.5866009349550076,0.74274448937641
66,BodyTemperature,12,12,844,0.45865426095763606,654.2650882469948,0.8175468254338218,1.3817787331488662
67,ECG,135,12,80,0.5854397035600563,715.5673924583269,0.8079255821949569,12.343824620965323
68,ECG,135,12,95,0.12386017948745964,627.198023146117,0.9701151207124787,51.7097745515477
69,PulseOximeter,18,12,476,0.512427601442365,591.0551103843414,0.9707324043882626,2.352274695002335
70,BloodPressure,14,12,426,0.8383841593941412,686.3362946720092,0.6033421799383727,1.1594392297868232
71,BodyTemperature,12,12,806,0.3870780672643852,860.3877798725091,0.511635967867913,1.410982721124265
72,ECG,135,12,84,0.3346250754123128,546.4337088640656,0.8464451793459697,16.455025151237564
73,ECG,135,12,97,0.7615639394234972,823.1328373463638,0.6410172862856532,7.142686068910624
74,ECG,135,12,86,0.4811238480773067,611.6682553749624,0.7879622876290423,11.648393644438794
75,BloodPressure,14,12,371,0.7987716646677971,406.72318622771604,0.9653786628017824,1.324951760811063
76,BodyTemperature,12,12,740,0.31473717381130617,711.8603019102212,0.8699543802236873,2.658958096021605
77,BloodPressure,14,12,680,0.38804464092755064,905.9709056465804,0.6946008393670815,2.3848383783888965
78,PulseOximeter,18,12,351,0.9626873471948785,862.4288296860308,0.6774525952313604,1.7290589349002807
79,PulseOximeter,18,12,502,0.5036009697804879,363.8896945282581,0.664332272684958,0.9562354325694985
80,BloodPressure,14,12,656,0.2914551055218061,951.5750885935212,0.8906480252356013,4.432754369654071
81,BodyTemperature,12,12,879,0.7352483354908251,971.7867495767214,0.8440150050875195,1.2691069303783733
82,ECG,135,12,113,0.656396256984635,191.01040851051124,0.5420534030574987,1.3959008424036399
83,BodyTemperature,12,12,804,0.9027072178990989,231.94433952282293,0.7566630843461964,0.2418150689459798
84,BloodPressure,14,12,414,0.6231748755041041,876.8246697901035,0.9401799843192085,3.1953135774222012
85,Accelerometer,120,12,60,0.1751506450288019,799.4322243346932,0.7792021248679025,59.274621168445535
86,BloodPressure,14,12,686,0.32385173898725916,397.2272761171887,0.7172259222441357,1.282403488353785
87,BodyTemperature,12,12,848,0.15067294811365362,206.9361246412647,0.5587631233885524,0.90496734810741
88,Accelerometer,120,12,65,0.7697904912489681,712.9354843872181,0.618753235646235,8.816207742164744
89,Accelerometer,120,12,48,0.8817392153705143,301.2362546675074,0.9816112697203057,6.9865919838542005
90,PulseOximeter,18,12,282,0.9801106018788438,600.404534778326,0.6613431941387918,1.436635708952386
91,BodyTemperature,12,12,892,0.570788059753134,666.4587743217363,0.8478743444923086,1.1098519525534292
92,Accelerometer,120,12,70,0.6648022720756571,625.8828807307902,0.9505790052454945,12.784706309477821
93,Accelerometer,120,12,67,0.19608045934229595,402.0940583172669,0.5848399519477827,17.900104652100804
94,PulseOximeter,18,12,301,0.517328564445984,418.01700522344754,0.791828055925436,2.1256506050920954
95,PulseOximeter,18,12,243,0.5079167621459479,129.08435599868542,0.6398817535844729,0.6692286415675756
96,BodyTemperature,12,12,780,0.8324155177362538,716.2580552984914,0.5813084696724456,0.6412707034675851
97,BloodPressure,14,12,624,0.476418732661557,939.4556350186119,0.9330319447502042,2.948488035056564
98,BodyTemperature,12,12,982,0.24835083502330085,470.12960492683214,0.8888011418676127,1.713346066741758
99,ECG,135,12,45,0.9729229580331429,857.9070308221378,0.9191643523555689,18.011191119297397
100,ECG,135,12,107,0.13313968087239225,220.46690692056987,0.5068359824134987,7.843674439665774
101,PulseOximeter,18,12,350,0.7920886736624595,950.2891568941852,0.9248236953387057,3.170099362218256
102,Accelerometer,120,12,70,0.31697634909666866,284.54079565587244,0.6257212197558992,8.024177479103994
103,BodyTemperature,12,12,726,0.704530615965271,656.3154164121063,0.6790813590164202,0.8713606098185072
104,ECG,135,12,90,0.5483486679813037,528.5896271101128,0.9156857450312506,9.807668708670302
105,ECG,135,12,83,0.6048441743818477,888.9882423925105,0.7017414331061985,12.426577769621943
106,BodyTemperature,12,12,953,0.6582785962181182,733.6717912893013,0.6064820807544553,0.7092790953136245
107,PulseOximeter,18,12,354,0.6729798894600543,599.3340476880031,0.5455010455256651,1.3723319962239418
108,ECG,135,12,84,0.41342992032097037,562.5905402438298,0.8918265063705715,14.447463689949748
109,PulseOximeter,18,12,367,0.727877684344117,816.8245981064896,0.7296734039730862,2.2311709954151757
110,Accelerometer,120,12,41,0.5429046637715844,332.41994946906254,0.7295678781191306,10.895454573597238
111,ECG,135,12,49,0.28821771197066276,621.6849410245645,0.6707816052282725,29.528048527111878
112,Accelerometer,120,12,88,0.5141072430852148,626.2894953542383,0.7001502444551406,9.692369839565538
113,PulseOximeter,18,12,308,0.9071095689154106,526.5654762365851,0.8337788692605136,1.571421899791858
114,ECG,135,12,58,0.6417418559868642,301.46415931568856,0.9108953184222246,7.377611762772713
115,ECG,135,12,63,0.17983228038135007,208.5722839905407,0.7303893840163629,13.44630160203567
116,ECG,135,12,68,0.9047955366063332,215.87355846967952,0.6650497566550777,2.333427045118254
117,BloodPressure,14,12,480,0.8862207616960995,928.7851604786318,0.5305389799274318,1.1583756198930513
118,ECG,135,12,84,0.8814709963320282,176.06530691261372,0.7986390411277153,1.8990526776056207
119,PulseOximeter,18,12,306,0.5360706866719193,656.4292943772664,0.6844568197848862,2.738990479867451
120,ECG,135,12,55,0.7727238443203809,133.01488260153812,0.6262184721720103,1.959923438275313
121,BloodPressure,14,12,552,0.5789021367387841,196.45481020579845,0.7237061834117273,0.44491876188916957
122,BloodPressure,14,12,646,0.4574474492536743,194.3822498792328,0.8687026030469096,0.5714181083545649
123,PulseOximeter,18,12,298,0.2077859186373261,901.4745526659054,0.7967962267770243,11.60027710752146
124,PulseOximeter,18,12,263,0.4195938729513743,683.9405562624185,0.739791050877125,4.585033829444607
125,PulseOximeter,18,12,539,0.770895526765897,488.49359160671145,0.5637901513977819,0.6628145982259036
126,Accelerometer,120,12,85,0.40370215048472635,909.6826574305111,0.8037776111467865,21.308154230661618
127,BloodPressure,14,12,410,0.19160422535836336,237.57322526589883,0.622978864192254,1.884004203314122
128,PulseOximeter,18,12,395,0.8657357660525316,179.0988620861295,0.9029324433705717,0.47289598749337053
129,Accelerometer,120,12,70,0.4693571442906954,984.1407552177458,0.5560194510840262,16.655041875948214
130,ECG,135,12,63,0.618398576025094,925.6560517769785,0.5026500031988027,11.942803979050886
131,Accelerometer,120,12,96,0.8387753258380173,746.6115437528982,0.7675183660224553,7.116502358441049
132,ECG,135,12,78,0.35198118429425573,792.5436398727433,0.5935218742787617,17.133491117632115
133,PulseOximeter,18,12,372,0.31816875917357224,203.35314226528317,0.8053100212208163,1.3836094416431088
134,BodyTemperature,12,12,603,0.5554935607234124,938.8129080312407,0.6603210960797572,1.8507079201316614
135,BloodPressure,14,12,535,0.22097320924507682,157.037473425491,0.9949801161949726,1.321673845970408
136,BodyTemperature,12,12,813,0.71611439309185,179.08130011839114,0.5694123867210101,0.1751476040751182
137,Accelerometer,120,12,77,0.5244185696951426,470.6568227325417,0.6744341332714976,7.8609514447335105
138,Accelerometer,120,12,91,0.8656547140148092,771.3770729938464,0.7042591464679584,6.896252142478694
139,BodyTemperature,12,12,865,0.26310975954909416,159.84664063009973,0.8705603246450295,0.6114336254554833
140,PulseOximeter,18,12,357,0.8576458990824448,225.79513896366055,0.8976336559299452,0.6619687443741245
141,PulseOximeter,18,12,324,0.8331172482082438,698.6774986265801,0.7615327123845597,1.9711250821984596
142,PulseOximeter,18,12,324,0.3845769240668452,629.476008215551,0.8414910317085662,4.2510913961353385
143,BloodPressure,14,12,620,0.4948702078495052,619.7376438155131,0.677681225909198,1.3688325764474054
144,ECG,135,12,124,0.5891975750025897,915.8248998680923,0.812118997956996,10.18003992728903
145,BloodPressure,14,12,363,0.7574942231283713,724.3458466630046,0.5833653799966916,1.5367409927909677
146,BodyTemperature,12,12,781,0.545881263763569,767.3148200251409,0.7865754246286943,1.4156788294592297
147,BodyTemperature,12,12,808,0.3236402258330192,769.5516633154093,0.5167662173678897,1.5207507509895146
148,ECG,135,12,63,0.7862128171666215,889.0890730855745,0.6710408743579537,12.045187878182478
149,BodyTemperature,12,12,825,0.8175658292015983,234.9256846138964,0.6146256976163207,0.21407430134449393
150,PulseOximeter,18,12,271,0.7946937825384206,110.98276508624006,0.7992213506026136,0.41186369554476393
151,PulseOximeter,18,12,219,0.4111263941535275,263.43794512128306,0.9542252806668141,2.7919637444347196
152,ECG,135,12,85,0.9525550056506338,238.01626280447218,0.7931149160083986,2.3314910908399322
153,ECG,135,12,75,0.8849115180497363,938.9064542352512,0.7825665917946045,11.070889520859273
154,PulseOximeter,18,12,353,0.811076173411678,120.72034430887376,0.825683605494123,0.34814308866162835
155,Accelerometer,120,12,98,0.4817176041721475,762.7998120622506,0.9671835073845074,15.62790873004713
156,BloodPressure,14,12,684,0.5057554342637189,201.91424125667973,0.9924205994811672,0.579250026040641
157,PulseOximeter,18,12,354,0.6321478921704363,459.10243348311724,0.5273808194110157,1.0819619033655352
158,Accelerometer,120,12,86,0.28502182753807376,809.0108998430431,0.8018607658650695,26.46529661061457
159,BloodPressure,14,12,635,0.9278700547714844,411.7113949293651,0.6734766009481139,0.4706028080418885
160,ECG,135,12,33,0.9266092524453711,628.3614017229105,0.5164233351217191,10.612184346612835
161,BloodPressure,14,12,525,0.5485309954655317,477.03290455409314,0.95742295053405,1.5859580441493748
162,Accelerometer,120,12,65,0.8024461367914789,349.8284553664763,0.6100486070405485,4.091573198013667
163,ECG,135,12,59,0.9649632857225097,233.79645497780166,0.7073120618635118,2.9045990059139153
164,PulseOximeter,18,12,391,0.5815627470402928,266.0165842769705,0.6497979558832385,0.7601752346299944
165,BodyTemperature,12,12,727,0.8198038198668425,414.4482991443997,0.7341159142206897,0.5104940117908444
166,Accelerometer,120,12,41,0.1328947010632854,524.8602505989993,0.7824205666313082,75.36894218307718
167,ECG,135,12,100,0.5748829571303072,581.0103021315222,0.7405439741937929,7.484370041787255
168,BloodPressure,14,12,449,0.23971622133764126,263.73531744574404,0.9308928105067587,2.280994315808739
169,BloodPressure,14,12,409,0.6795995889151142,467.8607539882868,0.5126931778301724,0.8629740557846916
170,PulseOximeter,18,12,287,0.8558099735109135,880.2943840103711,0.7039922476824223,2.5231122248889775
171,Accelerometer,120,12,59,0.7047034692388555,117.73948397892774,0.552054290992287,1.5633114070236587
172,BodyTemperature,12,12,784,0.2606901958489003,687.4714970666872,0.6190913905233633,2.0824217936818545
173,ECG,135,12,104,0.9663843866993872,949.968753019546,0.5705409243888568,5.392782165349259
174,ECG,135,12,88,0.11170173115966243,176.95767776902127,0.6039431275730136,10.872336315401895
175,BloodPressure,14,12,686,0.9195616031862736,662.285143938926,0.6679329285749176,0.7012500789735034
176,ECG,135,12,99,0.42675329097558146,130.8052997384762,0.9153272532826249,2.83393353358376
177,BodyTemperature,12,12,962,0.492513876221785,365.0191835877259,0.9742266534810784,0.7505543623983567
178,PulseOximeter,18,12,176,0.2261018581898073,881.6211783081216,0.7437155991247568,16.476770994334387
179,Accelerometer,120,12,104,0.767518249805799,728.961267844814,0.7012750217984902,6.40428681772856
180,Accelerometer,120,12,28,0.22542046666554172,851.4372131193692,0.9922010903517761,133.84463007531423
181,ECG,135,12,85,0.7148654708009332,840.3254883205066,0.7648308393275405,10.577174797911711
182,ECG,135,12,92,0.6188648279628282,346.6496986184854,0.7770890012578967,4.73127248321042
183,Accelerometer,120,12,97,0.19592085711580692,226.0166847944041,0.6318419013173082,7.514438204200001
184,BloodPressure,14,12,547,0.6376717919532775,640.465174390288,0.8325183372731277,1.5286385076555462
185,ECG,135,12,76,0.44482467542454773,567.0259347545538,0.5234829833875275,8.78017211293527
186,PulseOximeter,18,12,414,0.9627644595818985,265.93382861106693,0.5451684802888039,0.36373402928732107
187,BloodPressure,14,12,488,0.35982436309362986,420.1054448184542,0.8595229525921227,2.0563896126502463
188,BloodPressure,14,12,409,0.9543761173519891,456.9844357468489,0.9770434682698166,1.1438588159532221
189,BodyTemperature,12,12,692,0.5858585010173741,245.81249010242615,0.9207648301550218,0.558282273248959
190,Accelerometer,120,12,68,0.5467296224811127,637.1585640252002,0.6671219454084805,11.433290393726283
191,ECG,135,12,37,0.41638614502079696,471.514195546077,0.8524627748444765,26.089887198056562
192,ECG,135,12,72,0.513713361485018,168.34006933265988,0.5388826720394786,2.4526092535949826
193,PulseOximeter,18,12,262,0.6312076001821784,424.8765072460241,0.5457910366633171,1.4022182222873898
194,BloodPressure,14,12,642,0.9658889071877059,811.0122029126704,0.8452801162228203,1.1055180440842904
195,Accelerometer,120,12,72,0.8856512522887674,759.0023977686051,0.9032805739307248,10.751537666325934
196,BodyTemperature,12,12,729,0.7230489080660673,864.2760864087874,0.624834004429593,1.0245235608771248
197,Accelerometer,120,12,90,0.146436225992839,702.9257180950353,0.5220827188550501,27.845672716572253
198,Accelerometer,120,12,85,0.2625178106146002,611.1507074973665,0.9577441487940209,26.231318878856843
199,BodyTemperature,12,12,776,0.20375381912255594,479.5863937574613,0.8976709189795486,2.722804942148823
200,PulseOximeter,18,12,399,0.8600944586815633,387.1904259189301,0.9144577370753386,1.0317374702312745
201,Accelerometer,120,12,50,0.6046094746031626,532.9556954596778,0.9424991782616405,16.616024925851534
202,BloodPressure,14,12,691,0.4058874673912596,752.2900943758854,0.5326781703994712,1.4287839190933957
203,Accelerometer,120,12,100,0.7640701902158725,568.1512988908587,0.7134085283274322,5.3048003599581675
204,PulseOximeter,18,12,388,0.3096635272782704,121.96070340088421,0.9350494369504649,0.9491453218395816
205,BloodPressure,14,12,558,0.9451609286616065,818.9049121962988,0.9989670552666687,1.551117447300401
206,PulseOximeter,18,12,435,0.14741545237950573,179.68906955225634,0.5187983866031305,1.4537442508071838
207,PulseOximeter,18,12,423,0.9856751222793656,791.4460724780664,0.7088833910836669,1.3456185534306033
208,PulseOximeter,18,12,375,0.7638240714300023,314.8994311914721,0.5552370565656973,0.6104157220798392
209,ECG,135,12,59,0.1378838706727257,116.08654126007244,0.9938611948680158,14.18215173981095
210,Accelerometer,120,12,58,0.19852083881120364,452.46712648632047,0.5622187786484282,22.093182687679477
211,BloodPressure,14,12,533,0.8912064768059482,950.2588200622693,0.7337007556249349,1.4677609618967387
212,BodyTemperature,12,12,775,0.990266418832023,769.0175406042617,0.532493204741447,0.5335763372312999
213,PulseOximeter,18,12,311,0.8475782659755621,208.30488583149634,0.5234726785739066,0.4136692846889411
214,Accelerometer,120,12,78,0.2984375881631578,267.7944359298291,0.8897922367833766,10.236277180918508
215,BodyTemperature,12,12,977,0.726418556248413,238.50631570586955,0.9079165624953089,0.3051155411337313
216,BodyTemperature,12,12,798,0.30143585334036077,583.2769806040722,0.7964699674208515,1.931285337600325
217,BodyTemperature,12,12,794,0.8998732718820794,960.086348406778,0.9310638086327253,1.2510880762741172
218,Accelerometer,120,12,64,0.396146228832884,938.4305394870909,0.8676063272617264,32.11362585703896
219,ECG,135,12,45,0.3337784053842936,751.0781023197264,0.7479378675393854,37.40071224518395
220,BodyTemperature,12,12,736,0.29816488175483025,714.9328872936363,0.5380654297451501,1.7529360010938542
221,Accelerometer,120,12,83,0.6141870477276167,695.9008090959081,0.7718894539986996,10.537163112118735
222,BodyTemperature,12,12,853,0.3403254431524792,890.7669877196422,0.898713010803464,2.757666178293778
223,PulseOximeter,18,12,415,0.7277243155023553,712.1266945842704,0.8093056891075922,1.9083361454039511
224,PulseOximeter,18,12,390,0.24274459476376634,892.7836832790356,0.935921763872616,8.826156333894358
225,BloodPressure,14,12,495,0.9178311783424311,101.00810033209854,0.7780908675198785,0.17298901110952192
226,BodyTemperature,12,12,907,0.5567209603847526,105.74728454515022,0.6435190665874564,0.13476768967311872
227,BloodPressure,14,12,552,0.3338232229577438,670.6051327896503,0.7699926898579277,2.802191760499484
228,BloodPressure,14,12,558,0.21560384628387225,355.0086534390234,0.5092138593691087,1.5026175312182046
229,Accelerometer,120,12,68,0.6693597038205533,938.8252949590158,0.5512548639953396,11.370216661887769
230,PulseOximeter,18,12,372,0.2563781277768101,793.7686976868908,0.973648944128169,8.103496596984874
231,Accelerometer,120,12,81,0.5262164995915797,152.12841450291847,0.5373472088789271,1.9178553846128257
232,ECG,135,12,99,0.8843831255371386,976.1400722596572,0.9844389276428458,10.975524368130218
233,PulseOximeter,18,12,438,0.44525103436505964,159.06353011661164,0.9107564737037205,0.7428375277339975
234,BloodPressure,14,12,722,0.32725787471954404,100.92653186107006,0.5794691416383783,0.2475188964768816
235,ECG,135,12,55,0.8153285938749364,724.3140032033398,0.6103848063943802,9.859053725763001
236,ECG,135,12,76,0.795540502015124,307.0483147282905,0.565667563204689,2.872712119663237
237,BloodPressure,14,12,615,0.4777545852335101,674.673352897677,0.6987971989813971,1.6045924090729857
238,Accelerometer,120,12,68,0.4980688861428193,380.7567914456174,0.6603713702190637,7.423993272779852
239,ECG,135,12,54,0.8779224248556733,525.8889160224014,0.9840967139573609,10.916461736551089
240,Accelerometer,120,12,91,0.8817608511600497,798.9371675125676,0.885460922322026,8.816370235878038
241,ECG,135,12,92,0.21812038991414884,129.2735615421267,0.9604239239078434,6.187120735734179
242,BloodPressure,14,12,682,0.2669129872089889,515.8875616890946,0.500615917583213,1.4187492037432472
243,Accelerometer,120,12,48,0.6025714053248782,302.98612819936193,0.580412734539095,6.080088795340593
244,BodyTemperature,12,12,904,0.3420940639915879,817.8031905734694,0.6551809794617869,1.7325912335901887
245,BodyTemperature,12,12,839,0.7124109637233927,455.9905754919718,0.9873499259353449,0.7532417944218766
246,BloodPressure,14,12,432,0.7254836975138883,874.1101574702841,0.8899254944466749,2.4820379121406533
247,BloodPressure,14,12,453,0.31784051427627474,987.9963339404318,0.5712477714507567,3.9198765977918573
248,PulseOximeter,18,12,346,0.7322184734896936,603.6838151382227,0.5048854237095919,1.203055283036955
249,PulseOximeter,18,12,355,0.89428013723764,174.25768099637915,0.9122570234484169,0.5007341462935715
250,ECG,135,12,64,0.4572309485814364,219.44417863875432,0.783770424130779,5.8775636763249635
251,ECG,135,12,68,0.25073432403316276,194.11105630096023,0.8182151247718183,9.31526197296627
252,BloodPressure,14,12,607,0.9065991724165344,635.2989736392425,0.808302290931237,0.9331424660972414
253,Accelerometer,120,12,80,0.742678238919185,821.5552747628126,0.669725096271403,9.26067569792286
254,BloodPressure,14,12,589,0.5359586028166365,694.7381064693257,0.7765007262959792,1.708899197499031
255,ECG,135,12,77,0.1366786954832255,247.59953289054752,0.7193036082447692,16.922733283456385
256,ECG,135,12,109,0.15431687559150742,322.39291060913183,0.5797723400565942,11.112276920374104
257,BodyTemperature,12,12,709,0.5231643334269985,769.85115903546,0.9359163894865605,1.9424929752903224
258,BodyTemperature,12,12,944,0.6928369979507885,548.3761448078251,0.7776817754688157,0.6520447614947695
259,ECG,135,12,53,0.5882307721474308,543.9491621054196,0.5407632447762134,9.434999202188541
260,BloodPressure,14,12,669,0.7122054181881622,164.97856808125826,0.5153262511029031,0.1784343261487609
261,Accelerometer,120,12,64,0.9647024963382792,474.31662953224674,0.9231226460095246,7.091765721849535
262,BodyTemperature,12,12,881,0.41134149329226666,433.9348866861424,0.9938247818680289,1.1900246582613987
263,ECG,135,12,84,0.49475387727063147,752.7318943736228,0.7433344707123515,13.463441838693925
264,ECG,135,12,100,0.6379512087302779,813.6604851450684,0.8275046694160543,10.55422172672059
265,BloodPressure,14,12,630,0.28959597010509996,660.6699252071345,0.8157801100462603,2.954095875252943
266,Accelerometer,120,12,72,0.21841091661453382,744.2424682138798,0.9545162603328206,45.174249004771276
267,ECG,135,12,86,0.5430500708032313,322.5079669628593,0.9353749506362556,6.459335714649716
268,Accelerometer,120,12,65,0.6963591511074884,185.73535715916364,0.8260616227652189,3.389693164373657
269,Accelerometer,120,12,50,0.7961258131179406,217.78629464651485,0.9849105225392724,5.388595865824895
270,BloodPressure,14,12,666,0.8953387026946773,497.8219364045718,0.665444681494586,0.5555515976437961
271,BodyTemperature,12,12,939,0.4877987712956253,323.84284532886693,0.8085724933020151,0.5716720710668991
272,Accelerometer,120,12,62,0.32727500386787733,423.325673124621,0.6896792949612118,14.388557927217764
273,BloodPressure,14,12,634,0.5271677881748326,859.7534040722774,0.9028350764750266,2.322438403955638
274,PulseOximeter,18,12,447,0.877794559906752,602.3262246344766,0.7699529197511062,1.181940282498466
275,PulseOximeter,18,12,344,0.5780525752009288,942.9451230654654,0.5196717703342548,2.4642783496407845
276,BloodPressure,14,12,546,0.5069791254550917,940.4875157751144,0.6580780524883753,2.235876036483522
277,Accelerometer,120,12,95,0.4576410896179609,531.9073734328658,0.842983867991492,10.313513896916996
278,ECG,135,12,95,0.39081759136325067,975.7879732633118,0.7900561148477341,20.76422330245804
279,BloodPressure,14,12,758,0.22568612928068163,126.97623088541016,0.6539649707955955,0.48540343356849175
280,ECG,135,12,77,0.2816681069106535,706.0891899924255,0.9849560230536352,32.06623734984753
281,Accelerometer,120,12,59,0.3111051640013458,967.0121495383592,0.6276532623642159,33.0668244301608
282,Accelerometer,120,12,77,0.8543037606832992,950.1527975266209,0.8416240141448229,12.156499227225284
283,ECG,135,12,93,0.878147952359533,791.6674280714121,0.5565549095382865,5.395108132482499
284,Accelerometer,120,12,62,0.7205740759284051,708.8620471995218,0.6078375761988586,9.644482871207552
